marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date	helpful_total_ratio	review_month
US	12427153	R1B23EOZB7HB74	B00JQIAUDY	888313825	andis 500-watt professional bonnet hair dryer, black (80610)	Beauty	4	0	0	N	Y	four stars	nice dryer just as expected	2015-03-01	NaN	2015-03-01
US	985343	R2432Z6WXO23JX	B000M7YQOM	238410319	andis 1875 watt professional ceramic ionic hair dryer	Beauty	5	0	0	N	Y	five stars	el producto es muy buenobr the product is very good	2015-02-28	NaN	2015-02-01
US	18837504	R15FVM7CUAJGB8	B0001B86HM	805407843	conair pro styler bonnet hair dryer, white	Beauty	1	1	1	N	Y	horrible	the hood collapses the hood does not stay mounted	2015-02-28	1	2015-02-01
US	43369293	R2OK4HEX37P4YT	B00SKQFT4I	593915883	xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony)	Beauty	5	0	0	N	Y	works really well only thing is control switches are	works really well only thing is control switches are where your fingers go so fingers push switches and changes settings while blow drying	2015-02-28	NaN	2015-02-01
US	5824465	R1XZOC4M6HZ549	B001UE7D2I	127343313	andis 1875-watt tourmaline ceramic ionic styling hair dryer	Beauty	5	0	0	N	Y	very good article i have 4c natural hair and i	very good article i have 4c natural hair and i use the large comb to make the blow dry wonderful im in lovebr i leave in france and the article was well packed	2015-02-28	NaN	2015-02-01
US	14857686	R3LY8LEDI0EVYZ	B00SKQFT4I	593915883	xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony)	Beauty	5	0	0	N	Y	five stars	excellent product powerful and light weighti love it	2015-02-28	NaN	2015-02-01
US	42142740	R38AQ767HJ6A8F	B00SKQFT4I	593915883	xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony)	Beauty	5	0	0	N	Y	five stars	love it	2015-02-28	NaN	2015-02-01
US	41051519	R2RCYBKB70GXBN	B001LQY1X4	748065701	conair 1875 watt mid-size hair dryer	Beauty	5	0	0	N	Y	perfect	bought for my son and he loves it and uses it every day not too loud which is great	2015-02-28	NaN	2015-02-01
US	22867423	R19Y7TAYV2CWQQ	B0009XH6TG	47684938	andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)	Beauty	5	0	0	N	Y	five stars	works better than expected	2015-02-28	NaN	2015-02-01
US	45907912	R14TP1VGRZZJY4	B00SKQFT4I	593915883	xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony)	Beauty	4	0	0	N	Y	recommended	i got this for the wife but have to say its not noticeably lighter than the previous unit we had but it is very sharp looking the controls are all conveniently placed with a plenty of speed and heat settings the cord is of very good quality and pretty lengthy i feel for the price its a very good buy and would really recommend it	2015-02-28	NaN	2015-02-01
US	19156058	R1BYFIA61DHWWF	B00SKQFT4I	593915883	xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony)	Beauty	5	0	0	N	Y	best hair dryer ever	i absolutely love this hair dryer my old hair dryer would take me 20 mins to dry my hair and now i can dry my hair in 5 mins	2015-02-28	NaN	2015-02-01
US	31599674	R3QPPUQASC9PL8	B003V264WW	732252283	remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple	Beauty	5	0	0	N	Y	i love this blow dryer	i love this blow dryer it dries my hair which is very thick in very little time high quality especially compared to the blow dryers you can buy in the local market	2015-02-28	NaN	2015-02-01
US	31676856	R33AAH2LTQZB0M	B00009YJSJ	109106777	conair wallmount 1600 watt hair dryer with led night light; white	Beauty	5	0	0	N	Y	cant imagine why everyone doesnt have one	after 12 years my old exactly the same dryer died it didnt owe me a thing i was pleased to find the same design still available we have a small bathroom so i dont have the space to leave a dryer on a counter and im certainly not going to take one out each morning and put it away after use this is so darn convenient	2015-02-28	NaN	2015-02-01
US	8119109	R3O8M7NHSG85C0	B00JQIAUDY	888313825	andis 500-watt professional bonnet hair dryer, black (80610)	Beauty	3	1	2	N	Y	okay	love it but its so small cant wear rollers with it unless your willing to put in the time to stretch out the cap and pull your hair	2015-02-28	0.5	2015-02-01
US	15708276	R2WM74WHHMFA91	B00132ZG3U	758099411	conair 1875 watt tourmaline ceramic hair dryer	Beauty	5	0	0	N	Y	great hair dryer	great dryerlove the diffuser that comes with it not too expensive and its lightweight and compact very highly recommend	2015-02-28	NaN	2015-02-01
US	10412232	R70FRNO7RAQFK	B000E8PG98	676407800	conair 1875 watt cord-keeper hair dryer; pink	Beauty	4	0	1	N	Y	very good deal for the price	this conair works so much better than most blow dryers it is a great color and had a great output i was so very impressed with how much quality you get for the price the reason i am giving it 4 stars is because it is a little heavier not cheap plastic at all	2015-02-28	0	2015-02-01
US	52557713	R2FQN8VJHJXE5P	B00132ZG3U	758099411	conair 1875 watt tourmaline ceramic hair dryer	Beauty	5	0	0	N	Y	amazing what a difference this hair dryer makes	whoaamazing what a difference this hair dryer makes ive owned many none that compare to this no more uncontrollable or fly away hair its like magic the best ive owned	2015-02-27	NaN	2015-02-01
US	50823336	R3RJAV649QH8GX	B00006IV22	357308868	conair 1875 watt dual voltage folding handle hair dryer	Beauty	4	0	0	N	Y	four stars	does it job but too noisy	2015-02-27	NaN	2015-02-01
US	12861483	R2JJLONDT4ZZ1Z	B000A3I2X4	235105995	revlon essentials 1875w fast dry hair dryer, rv408	Beauty	5	0	0	N	Y	good value for money	nothing fancy works well for the price good value for money	2015-02-27	NaN	2015-02-01
US	1990515	RSJJ7PGM5WBX6	B000A3I2X4	235105995	revlon essentials 1875w fast dry hair dryer, rv408	Beauty	5	0	0	N	Y	five stars	good	2015-02-27	NaN	2015-02-01
US	19020836	R2JNN5XQAY7R7S	B000FS1W4U	235105995	revlon essentials 1875w fast dry hair dryer, rv408	Beauty	4	0	0	N	Y	four stars	nice price nice product no complaints	2015-02-27	NaN	2015-02-01
US	41155626	R20VYDE2HH3UXP	B001UE7D2I	127343313	andis 1875-watt tourmaline ceramic ionic styling hair dryer	Beauty	5	0	0	N	Y	fast and dry	works great i have thick hair and it dries really quickly with this hair dryer	2015-02-27	NaN	2015-02-01
US	5716996	R2DGHDW0LP3X20	B003V264WW	732252283	remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple	Beauty	4	0	0	N	Y	great hairdryer	it doesnt feel cheap and i like how the top is long enough that my hair i have midlength hair doesnt get sucked into the back of it where the fan is buttons are easy to work with better than those you have slide up and down	2015-02-27	NaN	2015-02-01
US	12698507	R1G7ARI7EKU4OE	B000A3I2X4	235105995	revlon essentials 1875w fast dry hair dryer, rv408	Beauty	5	0	0	N	Y	five stars	i love my dryer	2015-02-27	NaN	2015-02-01
US	1495867	R293XL7041QEIW	B00BB8ZIW0	253917972	remington silk ceramic professional hair dryer	Beauty	5	0	0	N	Y	five stars	love it wish it had a comb for naturals but its worth it great blow out everytime	2015-02-27	NaN	2015-02-01
US	491529	R2KNZ39RXNJKT6	B00009YJSJ	109106777	conair wallmount 1600 watt hair dryer with led night light; white	Beauty	5	0	0	N	Y	i they are so easy and light to handle	delivery was on time i they are so easy and light to handle just what i was looking forbr thanks so much	2015-02-27	NaN	2015-02-01
US	35282	R2GR95XJZJQPG0	B003V264WW	732252283	remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple	Beauty	5	0	1	N	Y	five stars	love it heavy and durable hair dryer	2015-02-27	0	2015-02-01
US	6155940	RHVNZPSQM9UU3	B003FBG88E	195677102	conair pro styler ionic conditioning hair dryer	Beauty	5	0	0	N	Y	love it	super hot and really nice to use serves its purpose what more could i ask	2015-02-27	NaN	2015-02-01
US	11009461	R1A6Y3YNXJ4NC8	B003FBG88E	195677102	conair pro styler ionic conditioning hair dryer	Beauty	1	4	5	N	Y	one star	quit heating after 60 days	2015-02-26	0.8	2015-02-01
US	46841310	RTDWGEWB7AAFS	B008O1V33A	569841544	professional lightweight hair dryer	Beauty	3	0	0	N	Y	was fantastic died within a year	i absolutely loved this dryer it dried my thick heavy hair so fast also the cord was fantastically long would be 5 stars but i bought it last april and sadly it has already died on me there seems to be a short in the cord if i wiggle the cord around at the base of the dryer i can still get it to work a little tempted to buy another since the price is so reasonable	2015-02-26	NaN	2015-02-01
US	50660143	R23LFYJX5WK282	B00BB8ZIW0	253917972	remington silk ceramic professional hair dryer	Beauty	4	0	0	N	Y	four stars	recomendado	2015-02-26	NaN	2015-02-01
US	12098555	R2LWZEJNWU3Y4Z	B00JQIAUDY	888313825	andis 500-watt professional bonnet hair dryer, black (80610)	Beauty	5	2	2	N	Y	i love this dryer because it is so gentle with only	i love this dryer because it is so gentle with only two settings the band on the bonnet is tight at first but after weekly or biweekly use it gets a bit more comfortable i cover my ears with wrappit bands when drying the carrying case is convenient and everything fits perfectly inside even after several uses	2015-02-26	1	2015-02-01
US	35170916	R2T7Y5KUR196HK	B00005O0MZ	694290590	conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer	Beauty	3	1	1	N	Y	three stars	kind of weak not quite powerful or hot enough for my liking	2015-02-26	1	2015-02-01
US	18402597	RIBD80B2BD4VT	B00009YJSJ	109106777	conair wallmount 1600 watt hair dryer with led night light; white	Beauty	5	0	0	N	Y	great product at a great price	this was a replacement for the same unit wed had for years just a simple snapin installation great product at a great price	2015-02-26	NaN	2015-02-01
US	20975130	R1KGHBDZKO985P	B000A3I2X4	235105995	revlon essentials 1875w fast dry hair dryer, rv408	Beauty	4	1	1	N	Y	i like it	purchased because i needed a hair dryer but didnt want to spend a lot of money i like it if you want something that gets the job done and doesnt cost a fortune its a great option for you ive used it several times now and ive had no issues	2015-02-26	1	2015-02-01
US	38861769	R70PPDATO313Q	B00009YJSJ	109106777	conair wallmount 1600 watt hair dryer with led night light; white	Beauty	5	0	0	N	Y	why didnt i think of this	convenient and classy wall mount hair dryer no fumbling under the sink or closet available when i want it	2015-02-26	NaN	2015-02-01
US	30744683	R3B27OFYX0AME9	B0027SU9JU	918034537	revlon 1875w volumizing turbo hair dryer	Beauty	5	0	0	N	Y	good dryer	good basic dryer liking it a lot	2015-02-26	NaN	2015-02-01
US	25477319	R23H97JQ66L8FH	B00005O0MZ	694290590	conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer	Beauty	5	0	0	N	Y	five stars	great hair dryer	2015-02-26	NaN	2015-02-01
US	34251406	R38RJ4WTKLB9RO	B00SKQFT4I	593915883	xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony)	Beauty	5	0	0	N	Y	simply amazing	this dryer is amazing i have 3c4a hair and it dried and straightened my hair in mins wow love it	2015-02-26	NaN	2015-02-01
US	6602690	R2LXJRJTS5193I	B00009YJSJ	109106777	conair wallmount 1600 watt hair dryer with led night light; white	Beauty	5	1	1	N	Y	five stars	works great wife happy	2015-02-26	1	2015-02-01
US	22895242	R2L9JE3C4RT39G	B00006IV22	357308868	conair 1875 watt dual voltage folding handle hair dryer	Beauty	5	0	0	N	Y	five stars	works as expected	2015-02-26	NaN	2015-02-01
US	7620789	R3QM51TIREJC5C	B001QTW2FK	328811288	conair minipro tourmaline ceramic styler / hair dryer; pink	Beauty	3	0	0	N	Y	conair name sold me	somewhat better than others its size though still blows very hot almost to hot on the low setting but is useful for travel	2015-02-26	NaN	2015-02-01
US	3518307	R3AEVEI87OASH7	B00092M2X2	221722169	hot tools ionic anti-static professional dryer - model # 1035 - black/purple hair dryer for unisex	Beauty	5	0	1	N	Y	love my hairdryer	i couldnt live without it	2015-02-26	0	2015-02-01
US	3589539	R1QQV9A84YXKV2	B00BB8ZIW0	253917972	remington silk ceramic professional hair dryer	Beauty	5	0	0	N	Y	five stars	excellent seller good product was exactly what i ordered arrived on schedule with no problems and works perfectly thanks	2015-02-26	NaN	2015-02-01
US	19605935	R1K51F1EH73U7X	B00070E8IS	531479992	elchim professional 2001 classic hair dryer (colors may vary)	Beauty	3	0	0	N	Y	three stars	best blowdryer ive owned ive had it for 3 years and still works as good as new	2015-02-26	NaN	2015-02-01
US	18707555	R2AHIEZXOMIFZ9	B000RZLL38	983445543	oster tourmaline wall mount hair dryer 76932-710	Beauty	5	0	0	N	Y	not the greenish color that it looks like in the listing	works very well so far seems sturdier than other brands dries hair quickly noise is per a normal hair dryer heat and air velocity both normalbr i went through 3 or 4 of a competing model that would last only 12 years and then burn out i had just been replacing them because the new dryer would fit into the old wall mount but decided not to keep shelling out money for an inferior product that did not lastbr bought a different competing model but it started making a high pitched sound after 2 days and did not get hot enough to efficiently dry hair so it was returnedbr finally bought this one it is not as aesthetically pleasing as competing models but not quite as ugly as the photo makes it seem the dryer is white and gray wish it were all white but the gray is a normal gray not the greenish color that it looks like in the listing the wall mount does not install flush to the wall as others have mentioned but it is close enough i quickly got used to turning it on and off at the wall mount it not the annoyance i anticipated in addition if you put it in the wall mount while it is on it automatically turns off which is kind of convenient the best part of this dryer is that you can open the back and clean the fan blades i suspect build up of lint on the blades is what eventually caused the other dryers to burn out and with the other dryers it is not possible to access the blades at least not easily thus i expect this dryer to last longer there is also a 34hidden34 setting where you can turn the power up and i did that when it first arrived	2015-02-26	NaN	2015-02-01
US	27380580	R3W0NEISAK4AWJ	B00070E8IS	531479992	elchim professional 2001 classic hair dryer (colors may vary)	Beauty	4	0	0	N	Y	four stars	it dries my hair very fast but is a little on the heavy side	2015-02-26	NaN	2015-02-01
US	42830082	R20LPN78BL3X8F	B0009XH6TG	47684938	andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)	Beauty	5	0	0	N	Y	five stars	best hairdryer on the market not too loud and dries hair fast i should have bought 2	2015-02-25	NaN	2015-02-01
US	21672049	R2WV8I4X5B3Z2J	B000RZLL38	983445543	oster tourmaline wall mount hair dryer 76932-710	Beauty	5	0	0	N	Y	five stars	better than expected	2015-02-25	NaN	2015-02-01
US	14442442	R2JWAOMK0VUG85	B000A3I2X4	235105995	revlon essentials 1875w fast dry hair dryer, rv408	Beauty	1	0	0	N	Y	one star	i dont know grat price but too weak	2015-02-25	NaN	2015-02-01
US	12638538	RCHT4COARQUK3	B000FS1W4U	235105995	revlon essentials 1875w fast dry hair dryer, rv408	Beauty	5	0	0	N	Y	doesnt get too hot looks great i love pink anything	what can you say about a hairdryer it dries my hair nicely lol it doesnt get as hot as i expected like my last one did but its a nice hairdryer for the price	2015-02-25	NaN	2015-02-01
US	49173164	R1F3F13L1408GX	B00BB8ZIW0	253917972	remington silk ceramic professional hair dryer	Beauty	5	0	0	N	Y	five stars	all excellent recommended 100	2015-02-25	NaN	2015-02-01
US	39422588	R1DGMY41VN4V8P	B001UE7D2I	127343313	andis 1875-watt tourmaline ceramic ionic styling hair dryer	Beauty	5	0	0	N	Y	five stars	perfect just what i wanted fast delivery	2015-02-25	NaN	2015-02-01
US	28446260	RAGVXBR0WUQTM	B0002G214U	685652978	conair soft bonnet hair dryer 1 ea	Beauty	5	0	0	N	Y	a great lightweight product	a great lightweight product easily stored on a shelf i bought it to heat process my hair color and it does the trick	2015-02-25	NaN	2015-02-01
US	6740477	R2WPV13T0CVYA0	B00132ZG3U	758099411	conair 1875 watt tourmaline ceramic hair dryer	Beauty	5	0	0	N	Y	five stars	very good product love it 5 stars	2015-02-25	NaN	2015-02-01
US	40088010	R2CKU16824Y6UC	B00SKQFT4I	593915883	xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony)	Beauty	5	0	0	N	Y	five stars	great product	2015-02-25	NaN	2015-02-01
US	1907356	R21RA4BM3Q9O2U	B0027SU9JU	918034537	revlon 1875w volumizing turbo hair dryer	Beauty	5	0	0	N	Y	works great no complaints	works great no complaints fyi im 28 never owned a hair dryer before so i dont have anything to compare it to btw if you think it this product sucks it doesnt it blows	2015-02-25	NaN	2015-02-01
US	19331574	R13SPOYF6ZFN1R	B00CC7Y0G4	253762851	remington d3015 ionic ceramic dryer, ionic hair dryer, hair dryer	Beauty	5	0	0	N	Y	five stars	nice hair dryer	2015-02-25	NaN	2015-02-01
US	58338	RK6G3ACV6YR3P	B000A3I2X4	235105995	revlon essentials 1875w fast dry hair dryer, rv408	Beauty	4	0	0	N	Y	four stars	it works really well	2015-02-25	NaN	2015-02-01
US	4055623	R84DNYMKNLK6J	B001UE7D2I	127343313	andis 1875-watt tourmaline ceramic ionic styling hair dryer	Beauty	5	0	0	N	Y	use it recently n it was good	item was the exact item as seem on the pictures came with all three extra pieces for blowing out the hair use it recently n it was goodi must say its very hot good tool its just to see how long it will last but no regrets in this purchase n im loving my dryer	2015-02-24	NaN	2015-02-01
US	35058890	R34P5ODRINN52U	B00132ZG3U	758099411	conair 1875 watt tourmaline ceramic hair dryer	Beauty	2	2	2	N	Y	flawed	cord is way too short i cant hold it over my head when standing in my usual spot also its not hot enough the hottest setting is more warm than hot it is lighter and quieter than most but i still regret buying it i did not tried the attachments they went into the trash along with the box	2015-02-24	1	2015-02-01
US	20571078	R2DPQDAEBT1HTP	B001QTW2FK	328811288	conair minipro tourmaline ceramic styler / hair dryer; pink	Beauty	1	2	2	N	Y	seems great at first	seems great at first but its not great for long hair unless your unnaturally careful while using it its always a possibility that long hair can get sucked into the back end of a hair dryer but because of the extremely small size it happens extremely easily with this one especially if you flip your head upside down to dry it you lose even more control the first time it sucked some hair up it lost significant drying force the second time it stopped working altogether not to mention the hair loss it is however without a doubt the most adorable hair dryer ive ever seen	2015-02-24	1	2015-02-01
US	16227014	RSSOH9U6VPCUP	B0009XH6TG	47684938	andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)	Beauty	4	0	0	N	Y	four stars	love it	2015-02-24	NaN	2015-02-01
US	22315977	R117TY18P5H2A6	B003V264WW	732252283	remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple	Beauty	4	0	0	N	Y	i love this hair dryer	i love this hair dryer it is very quiet but strong it puts out an amazing amount of heat the only negative thing i can say is that the buttons are right where my fingers are and sometimes i shut it off	2015-02-24	NaN	2015-02-01
US	48086007	R3SGGK8O3NXSE8	B000FS1W4U	235105995	revlon essentials 1875w fast dry hair dryer, rv408	Beauty	3	0	0	N	Y	eehhh	the powers is not as great as previous dryers i have owned i bought it because it was pink pretty wish i hadnt now	2015-02-24	NaN	2015-02-01
US	32192	R3U1Q2PTTSDNKC	B003V264WW	732252283	remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple	Beauty	1	1	2	N	Y	the most awful hair dryer ever very heavy and	the most awful hair dryer ever very heavy and the hot almost burnt my hair make a light weight product remington	2015-02-24	0.5	2015-02-01
US	30818127	R27DV81MFTFC1B	B000R80ZTQ	486774008	conair 1875 watt cord keeper 2-in-1 hair dryer, black	Beauty	4	0	0	N	Y	may not be the color you see in sales but it runs great	my old and expensive blowdryer that i received as a birthday present still ran but slowly hence my new replacement would have been happy for an orange one but sadly amazon sent me a yucky fuchsia dryer at least it works great and has more options than i thought great for someone always on the go	2015-02-24	NaN	2015-02-01
US	541732	RQTEGTH2U2J43	B0009XH6WI	197856712	andis 1600w quiet hangup hair dryer with night light	Beauty	3	0	0	N	Y	andis 30975 wall mounted hair dryer	normally i would have rated this item as very high however of the 3 hair dryers purchased one was defective while the hair dyer aspect worked the green light bottom left side did not this defect was not apparent until the hair dryer was installed i understood this to be a good hair dryer but a defection like this does not look good i will be thinking twice about any future purchases of this hair dryer regarding product quality as i cant afford to have a defective unit installed i had to give my customer a 40 discount because of this not good thank you david	2015-02-24	NaN	2015-02-01
US	39063503	R1K460BYH07ICU	B0008ENT8I	868768702	proversa jwm6cf wall caddy hair dryer with 2-speed and 3-heat settings, 1600-watts, white finish	Beauty	5	0	0	N	Y	more settings powerful and a sleek highend hotel look	have used this dryer in hotels and when my old dryer died i purchased this one have had it a few months now and absolutely love it it is the only dryer i have used that has both a low and a high fan volume on the cool setting in addition to the heat settings its mounted in the guest bathroom and everyone who has stayed with us have commented how great it is and how nice it looks	2015-02-24	NaN	2015-02-01
US	27068617	RI6YZMA1QMB5O	B0002G214U	685652978	conair soft bonnet hair dryer 1 ea	Beauty	5	0	0	N	Y	her old one is going bad she was so happy when i got it	i got this for my mother her old one is going bad she was so happy when i got it for her birthday shes very happy with the product thank you	2015-02-24	NaN	2015-02-01
US	11382883	R1GNO7LD3K2W6E	B003V264WW	732252283	remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple	Beauty	4	0	0	N	Y	good basic dryer for the price	nice hair dryer for the price but it wasnt anything special and seemed quite basic i didnt feel as though my hair dried any faster or looked any different than the old basic hair dryer ive been using for the past 5 years or so i do like the color and the fact that the cord is quite a bit shorter than the cord on my old hair dryer	2015-02-24	NaN	2015-02-01
US	37642632	R145UOGGV6OY5H	B00SKQFT4I	593915883	xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony)	Beauty	3	12	36	N	Y	i really really wanted to like this hair dryer	i really really wanted to like this hair dryer even ordered again after sending back the first one that arrived without the concentrator nozzle after reading all the great reviews raving about the quality of the hair dryer i was somewhat disappointed with it its really powerful i think even to the extent that it can overdry and damage certain type of hair if one is not careful so im sure it will dry hair in a shorter period of time but i still have doubts about it being ceramic and using ionic diffuse technology which makes hair less frizzy and damages less as i found no mention of it on the hair dryer the box itself or the paper insert that comes with it the hair dryer has somewhat cheap and plastic feeling the seams are somewhat poorly made they scratch your hand when you touch them and the cold shot button is not a real button per se its a piece of plastic hanging there which i think can get stuck in or broken after some use anyway its an ok hair dryer for the price very powerful deserving the title professional but somewhat cheaply made i guess it makes it easier to write raving reviews about a product if you dont pay for it but for the price you can get a little less powerful but higher quality product	2015-02-24	0.3333333333333333	2015-02-01
US	14371162	R16W8MEEWLREPI	B00132ZG3U	758099411	conair 1875 watt tourmaline ceramic hair dryer	Beauty	5	0	0	N	Y	five stars	wife loves it	2015-02-24	NaN	2015-02-01
US	19037430	R3LZYEFPXB8TSH	B0009XH6TG	47684938	andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)	Beauty	4	0	0	N	Y	great dryer	great dryer i just wish the cord wen further up into the retractable handle	2015-02-24	NaN	2015-02-01
US	20385946	R31XK7U9PTU5IC	B00092M2X2	221722169	hot tools ionic anti-static professional dryer - model # 1035 - black/purple hair dryer for unisex	Beauty	4	0	1	N	Y	four stars	daughter loves it	2015-02-24	0	2015-02-01
US	2545313	R3DFDMDS3G9Y9W	B003V264WW	732252283	remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple	Beauty	5	0	0	N	Y	high quality great price	i love this hair dryer it comes with two attachments which help keep the heat damage to hair at a minimum the design is aesthetically pleasing and easy to use it heats evenly and does a fantastic job it is high quality for a great price i recommend this product	2015-02-24	NaN	2015-02-01
US	378697	RI8X2Q0I4KOQ	B00SKQFT4I	593915883	xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony)	Beauty	5	0	0	N	Y	five stars	amazing	2015-02-23	NaN	2015-02-01
US	16387089	R1X0BWVGWQAGRH	B00005O0MZ	694290590	conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer	Beauty	2	0	0	N	Y	two stars	just okay	2015-02-23	NaN	2015-02-01
US	21226657	RHI9ADTZ05REJ	B004YZMKKU	258419037	john frieda(r) jf1r 1,875-watt hair dryer	Beauty	5	0	0	N	Y	five stars	amazing	2015-02-23	NaN	2015-02-01
US	48781048	R2BXYCV50149JR	B000A3I2X4	235105995	revlon essentials 1875w fast dry hair dryer, rv408	Beauty	3	0	0	N	Y	its okay	it works but the switch is really cheesy	2015-02-23	NaN	2015-02-01
US	15932874	R2DA7ZBTBK9C8X	B004YZMKKU	258419037	john frieda(r) jf1r 1,875-watt hair dryer	Beauty	5	0	0	N	Y	five stars	love the product great service	2015-02-23	NaN	2015-02-01
US	36117042	R2CDL7PDGDMWJ9	B0009XH6TG	47684938	andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)	Beauty	5	0	0	N	Y	great hairdryer	love this hairdryer so much i have an extra one in my guest bathroom	2015-02-23	NaN	2015-02-01
US	13317984	R1JBOKYDSDN4GI	B00SKQFT4I	593915883	xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony)	Beauty	5	0	0	N	Y	im in love wooooow	wooooooooooow this baby dries hair in a blink of an eye i am a cosmetologist and blowouts blowdries are my salons main ingredient this thing save me 1015 minutes in a salon this means more clients and more money i told a colleague of mine and now we are ordering more hopefully this product can be as good as the first day for a while ps i just placed a second order for 2 more	2015-02-23	NaN	2015-02-01
US	29177482	R2DNUKDXADLKPQ	B003V264WW	732252283	remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple	Beauty	5	0	0	N	Y	great buy	this is a great hairdryer very pleased even if it is a slight pink	2015-02-23	NaN	2015-02-01
US	82307	RA8MS271HXBZC	B001UE7D2I	127343313	andis 1875-watt tourmaline ceramic ionic styling hair dryer	Beauty	5	0	0	N	Y	five stars	great blow dryer does a wonderful job will not buy another brand	2015-02-23	NaN	2015-02-01
US	20909886	R3M421WFVATVPW	B0009XH6UU	486589264	andis pro style soft grip 1600 watt hair dryer	Beauty	5	0	0	N	Y	maximum blow	this is a great unit compact put full of power i wish this was the standard unit used by hotels highly recommended	2015-02-23	NaN	2015-02-01
US	10579570	R1UMGRT81UCSLA	B00SKQFT4I	593915883	xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony)	Beauty	4	0	0	N	Y	this is a really nice hair dryer	this is a really nice hair dryer the only reason i did not give it 5 stars is that its a little heavy for me it dries nicely and very quiet compared to any other dryers i have had i will definitely keep it i can use the workout	2015-02-22	NaN	2015-02-01
US	13926110	R2CCUHXF0R8IPN	B000R80ZTQ	486774008	conair 1875 watt cord keeper 2-in-1 hair dryer, black	Beauty	4	1	1	N	Y	four stars	loud like most hair dryers i like the temperature setting and retractable cord air flow very good	2015-02-22	1	2015-02-01
US	16286288	R3MSOSHY8IKSUZ	B0002G214U	685652978	conair soft bonnet hair dryer 1 ea	Beauty	3	0	0	N	Y	lightweight but works well	i purchased this unit when the more expensive hair dryer i had purchased from staples online had a bonnet that would not have fit the head of a tiny babylet alone an adult with curlers in her hairbr this dryer is very lightweight and doesnt put out very hot air but it is sufficient to dry your hair just takes a little longer and the price was great	2015-02-22	NaN	2015-02-01
US	46038187	R2N7B16J4A7FGC	B00132ZG3U	758099411	conair 1875 watt tourmaline ceramic hair dryer	Beauty	5	0	0	N	Y	i did my research before buying a new hairdryer and	i did my research before buying a new hairdryer and this one fits the bill without having to spend 1200 it works well	2015-02-22	NaN	2015-02-01
US	1105859	R46W0V5097ONF	B00BB8ZIW0	253917972	remington silk ceramic professional hair dryer	Beauty	5	0	0	N	Y	five stars	excellent	2015-02-22	NaN	2015-02-01
US	48614609	RKZ6G9RH9AZA9	B007ROD3AG	614083399	salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available	Beauty	5	0	0	N	Y	save time and money do it yourself	the quality of this dryer is outstanding i will save alot of money and time doing my hair with this equipment without the need of the salonsa😉	2015-02-22	NaN	2015-02-01
US	50675140	R2718WMGG84LN4	B0009XH6WI	197856712	andis 1600w quiet hangup hair dryer with night light	Beauty	5	0	0	N	Y	works great	second one of this week works great	2015-02-22	NaN	2015-02-01
